user_id,date,ctr,revenue,daily_users_num
163,2024-06-23,0.0,0.0,32891
163,2024-06-27,0.0,0.0,1165
163,2024-07-18,0.0,0.0,1139
167,2024-06-01,0.0,0.0,1189
167,2024-06-04,0.0,0.0,1216
167,2024-06-10,0.0,0.0,1144
167,2024-06-23,0.0,0.0,32891
167,2024-06-24,0.0,0.0,1097
171,2024-06-23,0.0,0.0,32891
171,2024-07-12,0.0,0.0,1161
171,2024-07-29,0.0,0.0,1176
172,2024-06-23,0.0,0.0,32891
172,2024-07-09,0.0,0.0,1202
172,2024-07-12,0.0,0.0,1161
173,2024-06-23,0.0,0.0,32891
173,2024-06-25,0.0,0.0,1145
176,2024-06-15,0.0,0.0,1155
176,2024-06-23,0.0,0.0,32891
180,2024-06-05,0.0,0.0,1178
180,2024-06-23,0.0,0.0,32891
181,2024-06-23,0.0,0.0,32891
181,2024-07-28,0.0,0.0,1197
182,2024-06-06,0.0,0.0,1193
182,2024-06-15,0.0,0.0,1155
182,2024-06-23,0.0,0.0,32891
182,2024-07-12,0.0,0.0,1161
184,2024-06-08,0.0,0.0,1181
184,2024-06-23,0.0,0.0,32891
188,2024-06-10,0.0,0.0,1144
188,2024-06-18,0.0,0.0,1106
188,2024-06-23,0.0,0.0,32891
189,2024-06-06,0.0,0.0,1193
189,2024-06-23,0.0,0.0,32891
191,2024-06-23,0.0,0.0,32891
191,2024-07-12,0.0,0.0,1161
192,2024-06-23,0.3333333333333333,3.7733333333333334,32891
192,2024-06-26,0.0,0.0,1147
194,2024-06-23,0.0,0.0,32891
194,2024-06-28,0.0,0.0,1137
194,2024-07-13,0.0,0.0,1188
195,2024-06-14,0.0,0.0,1191
195,2024-06-23,0.0,0.0,32891
195,2024-07-14,0.0,0.0,1216
197,2024-06-23,0.0,0.0,32891
197,2024-06-28,0.0,0.0,1137
198,2024-06-08,0.0,0.0,1181
198,2024-06-23,0.0,0.0,32891
199,2024-06-05,0.0,0.0,1178
199,2024-06-23,0.0,0.0,32891
199,2024-06-24,0.0,0.0,1097
199,2024-07-20,0.0,0.0,1150
201,2024-06-23,0.0,0.0,32891
201,2024-06-26,0.0,0.0,1147
201,2024-07-23,0.0,0.0,1146
202,2024-06-22,0.0,0.0,1180
202,2024-06-23,0.0,0.0,32891
205,2024-06-23,0.0,0.0,32891
205,2024-07-22,0.0,0.0,1161
209,2024-06-23,0.0,0.0,32891
209,2024-07-25,0.0,0.0,1195
210,2024-06-07,0.0,0.0,1217
210,2024-06-21,0.0,0.0,1184
210,2024-06-23,0.0,0.0,32891
210,2024-06-26,0.0,0.0,1147
210,2024-07-07,0.0,0.0,1115
210,2024-07-25,0.0,0.0,1195
210,2024-07-28,0.0,0.0,1197
211,2024-06-23,0.0,0.0,32891
211,2024-06-30,0.0,0.0,1188
211,2024-07-10,0.0,0.0,1106
211,2024-07-13,0.0,0.0,1188
211,2024-07-20,0.0,0.0,1150
212,2024-06-23,0.0,0.0,32891
212,2024-07-05,0.0,0.0,1164
213,2024-06-23,0.0,0.0,32891
213,2024-07-14,0.0,0.0,1216
213,2024-07-19,0.0,0.0,1213
213,2024-07-29,0.0,0.0,1176
215,2024-06-07,0.0,0.0,1217
215,2024-06-23,0.0,0.0,32891
222,2024-06-23,0.0,0.0,32891
222,2024-07-15,0.0,0.0,1173
223,2024-06-15,0.0,0.0,1155
223,2024-06-23,0.0,0.0,32891
223,2024-07-13,0.0,0.0,1188
223,2024-07-23,0.0,0.0,1146
224,2024-06-11,0.0,0.0,1162
224,2024-06-22,0.0,0.0,1180
224,2024-06-23,0.0,0.0,32891
224,2024-06-26,0.5,5.27,1147
227,2024-06-04,0.0,0.0,1216
227,2024-06-23,0.0,0.0,32891
230,2024-06-23,0.0,0.0,32891
230,2024-07-04,0.0,0.0,1184
230,2024-07-18,0.0,0.0,1139
231,2024-06-03,0.0,0.0,1108
231,2024-06-20,0.0,0.0,1200
231,2024-06-23,0.0,0.0,32891
233,2024-06-08,0.0,0.0,1181
233,2024-06-23,0.0,0.0,32891
239,2024-06-23,0.0,0.0,32891
239,2024-07-27,0.0,0.0,1182
245,2024-06-05,0.0,0.0,1178
245,2024-06-23,0.0,0.0,32891
247,2024-06-14,0.0,0.0,1191
247,2024-06-23,0.0,0.0,32891
247,2024-07-06,0.0,0.0,1133
247,2024-07-13,0.0,0.0,1188
247,2024-07-16,0.0,0.0,1186
247,2024-07-28,0.0,0.0,1197
248,2024-06-23,0.0,0.0,32891
248,2024-06-29,0.0,0.0,1170
248,2024-07-29,0.0,0.0,1176
249,2024-06-03,0.0,0.0,1108
249,2024-06-12,0.0,0.0,1229
249,2024-06-23,0.0,0.0,32891
249,2024-07-07,0.0,0.0,1115
250,2024-06-23,0.0,0.0,32891
250,2024-07-19,0.0,0.0,1213
251,2024-06-16,0.0,0.0,1163
251,2024-06-20,0.0,0.0,1200
251,2024-06-23,0.0,0.0,32891
252,2024-06-15,0.0,0.0,1155
252,2024-06-23,0.0,0.0,32891
252,2024-07-17,0.0,0.0,1166
255,2024-06-15,0.0,0.0,1155
255,2024-06-23,0.0,0.0,32891
255,2024-07-20,0.0,0.0,1150
256,2024-06-23,0.0,0.0,32891
256,2024-06-29,0.5,7.85,1170
256,2024-07-02,0.0,0.0,1186
256,2024-07-20,0.0,0.0,1150
262,2024-06-01,0.0,0.0,1189
262,2024-06-23,0.0,0.0,32891
262,2024-07-12,0.0,0.0,1161
265,2024-06-23,0.0,0.0,32891
265,2024-06-27,0.0,0.0,1165
266,2024-06-03,0.0,0.0,1108
266,2024-06-23,0.0,0.0,32891
267,2024-06-23,0.0,0.0,32891
267,2024-07-01,0.0,0.0,1141
267,2024-07-14,0.5,5.66,1216
269,2024-06-03,0.0,0.0,1108
269,2024-06-23,0.0,0.0,32891
270,2024-06-02,0.0,0.0,1176
270,2024-06-04,0.0,0.0,1216
270,2024-06-23,0.0,0.0,32891
270,2024-06-25,0.0,0.0,1145
270,2024-07-18,0.0,0.0,1139
270,2024-07-24,0.0,0.0,1152
271,2024-06-23,0.0,0.0,32891
271,2024-07-28,0.0,0.0,1197
274,2024-06-06,0.0,0.0,1193
274,2024-06-23,0.0,0.0,32891
274,2024-06-28,0.0,0.0,1137
276,2024-06-23,0.0,0.0,32891
276,2024-07-23,0.0,0.0,1146
276,2024-07-28,0.0,0.0,1197
278,2024-06-01,0.0,0.0,1189
278,2024-06-10,0.0,0.0,1144
278,2024-06-23,0.0,0.0,32891
280,2024-06-07,0.0,0.0,1217
280,2024-06-13,0.0,0.0,1130
280,2024-06-21,0.0,0.0,1184
280,2024-06-23,0.0,0.0,32891
280,2024-07-09,0.0,0.0,1202
283,2024-06-16,0.0,0.0,1163
283,2024-06-23,0.0,0.0,32891
283,2024-07-20,0.0,0.0,1150
287,2024-06-21,0.0,0.0,1184
287,2024-06-23,0.0,0.0,32891
288,2024-06-23,0.0,0.0,32891
288,2024-06-25,0.0,0.0,1145
291,2024-06-13,0.0,0.0,1130
291,2024-06-23,0.0,0.0,32891
291,2024-07-23,0.0,0.0,1146
296,2024-06-07,0.0,0.0,1217
296,2024-06-23,0.0,0.0,32891
300,2024-06-23,0.0,0.0,32891
300,2024-07-22,0.0,0.0,1161
308,2024-06-17,0.0,0.0,1091
308,2024-06-23,0.0,0.0,32891
309,2024-06-23,0.0,0.0,32891
309,2024-06-29,0.0,0.0,1170
309,2024-07-23,0.0,0.0,1146
309,2024-07-24,0.0,0.0,1152
310,2024-06-16,0.0,0.0,1163
310,2024-06-23,0.0,0.0,32891
310,2024-07-01,0.0,0.0,1141
311,2024-06-09,0.0,0.0,1171
311,2024-06-21,0.0,0.0,1184
311,2024-06-23,0.0,0.0,32891
311,2024-06-30,0.0,0.0,1188
311,2024-07-09,0.0,0.0,1202
311,2024-07-24,0.0,0.0,1152
314,2024-06-19,0.0,0.0,1181
314,2024-06-23,0.0,0.0,32891
314,2024-07-26,0.0,0.0,1175
315,2024-06-23,0.0,0.0,32891
315,2024-07-10,0.0,0.0,1106
317,2024-06-07,0.0,0.0,1217
317,2024-06-15,0.0,0.0,1155
317,2024-06-23,0.0,0.0,32891
319,2024-06-23,0.0,0.0,32891
319,2024-07-14,0.0,0.0,1216
319,2024-07-19,0.0,0.0,1213
319,2024-07-27,0.0,0.0,1182
320,2024-06-13,0.0,0.0,1130
320,2024-06-23,0.0,0.0,32891
320,2024-07-14,0.0,0.0,1216
323,2024-06-03,0.0,0.0,1108
323,2024-06-23,0.0,0.0,32891
323,2024-07-23,0.0,0.0,1146
324,2024-06-23,0.0,0.0,32891
324,2024-07-23,0.0,0.0,1146
329,2024-06-23,0.0,0.0,32891
329,2024-07-10,0.0,0.0,1106
330,2024-06-02,0.0,0.0,1176
330,2024-06-16,0.0,0.0,1163
330,2024-06-23,0.0,0.0,32891
330,2024-07-12,0.0,0.0,1161
330,2024-07-20,0.0,0.0,1150
333,2024-06-06,0.0,0.0,1193
333,2024-06-14,0.0,0.0,1191
333,2024-06-23,0.0,0.0,32891
333,2024-07-18,0.0,0.0,1139
335,2024-06-07,0.0,0.0,1217
335,2024-06-14,0.0,0.0,1191
335,2024-06-23,0.0,0.0,32891
335,2024-07-01,0.0,0.0,1141
335,2024-07-14,0.0,0.0,1216
335,2024-07-15,0.0,0.0,1173
335,2024-07-25,0.0,0.0,1195
336,2024-06-10,0.0,0.0,1144
336,2024-06-23,0.0,0.0,32891
336,2024-07-05,0.0,0.0,1164
336,2024-07-28,0.0,0.0,1197
339,2024-06-11,0.5,4.115,1162
339,2024-06-23,0.0,0.0,32891
339,2024-07-02,0.0,0.0,1186
342,2024-06-12,0.0,0.0,1229
342,2024-06-23,0.0,0.0,32891
342,2024-07-03,0.0,0.0,1171
344,2024-06-23,0.0,0.0,32891
344,2024-07-14,0.0,0.0,1216
344,2024-07-15,0.0,0.0,1173
345,2024-06-21,0.0,0.0,1184
345,2024-06-23,0.0,0.0,32891
345,2024-07-06,0.0,0.0,1133
346,2024-06-10,0.0,0.0,1144
346,2024-06-23,0.0,0.0,32891
346,2024-07-17,0.0,0.0,1166
349,2024-06-13,0.0,0.0,1130
349,2024-06-23,0.0,0.0,32891
349,2024-07-15,0.0,0.0,1173
349,2024-07-24,0.0,0.0,1152
349,2024-07-25,0.0,0.0,1195
355,2024-06-23,0.0,0.0,32891
355,2024-07-16,0.0,0.0,1186
359,2024-06-23,0.0,0.0,32891
359,2024-06-25,0.0,0.0,1145
359,2024-07-26,0.0,0.0,1175
360,2024-06-19,0.0,0.0,1181
360,2024-06-23,0.0,0.0,32891
360,2024-06-24,0.0,0.0,1097
362,2024-06-23,0.0,0.0,32891
362,2024-07-27,0.0,0.0,1182
368,2024-06-10,0.0,0.0,1144
368,2024-06-13,0.0,0.0,1130
368,2024-06-23,0.0,0.0,32891
368,2024-06-30,0.0,0.0,1188
368,2024-07-17,0.0,0.0,1166
371,2024-06-17,0.0,0.0,1091
371,2024-06-23,0.0,0.0,32891
373,2024-06-01,0.0,0.0,1189
373,2024-06-23,0.0,0.0,32891
373,2024-07-04,0.0,0.0,1184
373,2024-07-05,0.0,0.0,1164
373,2024-07-14,0.0,0.0,1216
373,2024-07-18,0.0,0.0,1139
376,2024-06-20,0.0,0.0,1200
376,2024-06-23,0.0,0.0,32891
376,2024-07-03,0.0,0.0,1171
376,2024-07-19,0.0,0.0,1213
379,2024-06-23,0.0,0.0,32891
379,2024-07-08,0.0,0.0,1237
381,2024-06-13,0.0,0.0,1130
381,2024-06-23,0.5,4.67,32891
383,2024-06-23,0.0,0.0,32891
383,2024-07-05,0.0,0.0,1164
385,2024-06-22,0.0,0.0,1180
385,2024-06-23,0.0,0.0,32891
385,2024-07-12,0.0,0.0,1161
386,2024-06-08,0.0,0.0,1181
386,2024-06-17,0.0,0.0,1091
386,2024-06-23,0.0,0.0,32891
395,2024-06-23,0.0,0.0,32891
395,2024-07-16,0.0,0.0,1186
397,2024-06-23,0.0,0.0,32891
397,2024-07-12,0.0,0.0,1161
398,2024-06-23,0.0,0.0,32891
398,2024-07-05,0.0,0.0,1164
398,2024-07-19,0.0,0.0,1213
399,2024-06-23,0.0,0.0,32891
399,2024-07-12,0.0,0.0,1161
403,2024-06-21,0.0,0.0,1184
403,2024-06-23,0.0,0.0,32891
403,2024-07-27,0.0,0.0,1182
404,2024-06-14,0.0,0.0,1191
404,2024-06-20,0.0,0.0,1200
404,2024-06-23,0.0,0.0,32891
404,2024-07-04,0.0,0.0,1184
405,2024-06-23,0.0,0.0,32891
405,2024-07-24,0.0,0.0,1152
406,2024-06-23,0.0,0.0,32891
406,2024-07-03,0.0,0.0,1171
406,2024-07-09,0.0,0.0,1202
406,2024-07-18,0.0,0.0,1139
406,2024-07-28,0.0,0.0,1197
407,2024-06-21,0.0,0.0,1184
407,2024-06-23,0.0,0.0,32891
407,2024-07-02,0.0,0.0,1186
410,2024-06-11,0.0,0.0,1162
410,2024-06-22,0.0,0.0,1180
410,2024-06-23,0.0,0.0,32891
410,2024-06-24,0.0,0.0,1097
410,2024-07-11,0.0,0.0,1113
410,2024-07-17,0.0,0.0,1166
411,2024-06-01,0.0,0.0,1189
411,2024-06-04,0.0,0.0,1216
411,2024-06-08,0.0,0.0,1181
411,2024-06-23,0.0,0.0,32891
411,2024-06-27,0.0,0.0,1165
411,2024-07-24,0.0,0.0,1152
414,2024-06-23,0.0,0.0,32891
414,2024-06-25,0.0,0.0,1145
414,2024-07-02,0.0,0.0,1186
414,2024-07-04,0.0,0.0,1184
416,2024-06-12,0.0,0.0,1229
416,2024-06-23,0.0,0.0,32891
416,2024-07-11,0.0,0.0,1113
416,2024-07-20,0.0,0.0,1150
417,2024-06-23,0.0,0.0,32891
417,2024-06-27,0.0,0.0,1165
418,2024-06-13,0.0,0.0,1130
418,2024-06-15,0.0,0.0,1155
418,2024-06-23,0.0,0.0,32891
421,2024-06-14,0.0,0.0,1191
421,2024-06-23,0.0,0.0,32891
423,2024-06-16,0.0,0.0,1163
423,2024-06-23,0.0,0.0,32891
423,2024-06-29,0.0,0.0,1170
424,2024-06-23,0.0,0.0,32891
427,2024-06-12,0.0,0.0,1229
427,2024-06-23,0.0,0.0,32891
427,2024-07-13,0.0,0.0,1188
428,2024-06-23,0.0,0.0,32891
428,2024-07-26,0.0,0.0,1175
429,2024-06-23,0.0,0.0,32891
429,2024-07-27,0.0,0.0,1182
436,2024-06-02,0.0,0.0,1176
436,2024-06-20,0.0,0.0,1200
436,2024-06-23,0.0,0.0,32891
439,2024-06-23,0.0,0.0,32891
439,2024-07-01,0.0,0.0,1141
440,2024-06-11,0.0,0.0,1162
440,2024-06-19,0.0,0.0,1181
440,2024-06-23,0.0,0.0,32891
445,2024-06-23,0.0,0.0,32891
445,2024-07-18,0.0,0.0,1139
445,2024-07-21,0.0,0.0,1128
446,2024-06-02,0.0,0.0,1176
446,2024-06-23,0.0,0.0,32891
446,2024-07-18,0.0,0.0,1139
446,2024-07-24,0.0,0.0,1152
448,2024-06-23,0.0,0.0,32891
448,2024-06-24,0.0,0.0,1097
449,2024-06-04,0.0,0.0,1216
449,2024-06-13,0.0,0.0,1130
449,2024-06-23,0.0,0.0,32891
449,2024-07-06,0.0,0.0,1133
449,2024-07-24,0.0,0.0,1152
451,2024-06-06,0.0,0.0,1193
451,2024-06-13,0.0,0.0,1130
451,2024-06-23,0.0,0.0,32891
453,2024-06-15,0.0,0.0,1155
453,2024-06-23,0.0,0.0,32891
454,2024-06-23,0.0,0.0,32891
454,2024-06-25,0.0,0.0,1145
454,2024-07-03,0.0,0.0,1171
454,2024-07-14,0.0,0.0,1216
457,2024-06-07,0.0,0.0,1217
457,2024-06-09,0.0,0.0,1171
457,2024-06-23,0.0,0.0,32891
460,2024-06-15,0.0,0.0,1155
460,2024-06-23,0.0,0.0,32891
460,2024-07-10,0.0,0.0,1106
467,2024-06-23,0.0,0.0,32891
467,2024-07-14,0.0,0.0,1216
472,2024-06-01,0.0,0.0,1189
472,2024-06-15,0.0,0.0,1155
472,2024-06-23,0.0,0.0,32891
473,2024-06-16,0.0,0.0,1163
473,2024-06-23,0.0,0.0,32891
474,2024-06-23,0.0,0.0,32891
474,2024-07-04,0.0,0.0,1184
478,2024-06-23,0.0,0.0,32891
478,2024-07-26,0.0,0.0,1175
480,2024-06-04,0.0,0.0,1216
480,2024-06-21,0.0,0.0,1184
480,2024-06-23,0.0,0.0,32891
480,2024-07-12,0.0,0.0,1161
483,2024-06-08,0.0,0.0,1181
483,2024-06-23,0.0,0.0,32891
484,2024-06-23,0.0,0.0,32891
484,2024-06-30,0.0,0.0,1188
484,2024-07-23,0.0,0.0,1146
485,2024-06-23,0.0,0.0,32891
485,2024-07-23,0.0,0.0,1146
485,2024-07-27,0.0,0.0,1182
488,2024-06-05,0.0,0.0,1178
488,2024-06-23,0.0,0.0,32891
488,2024-07-03,0.0,0.0,1171
488,2024-07-20,0.0,0.0,1150
491,2024-06-07,0.0,0.0,1217
491,2024-06-19,0.0,0.0,1181
491,2024-06-23,0.0,0.0,32891
491,2024-07-11,0.0,0.0,1113
491,2024-07-18,0.0,0.0,1139
494,2024-06-05,0.0,0.0,1178
494,2024-06-13,0.0,0.0,1130
494,2024-06-23,0.0,0.0,32891
494,2024-07-23,0.0,0.0,1146
499,2024-06-07,0.0,0.0,1217
499,2024-06-23,0.0,0.0,32891
503,2024-06-23,0.0,0.0,32891
503,2024-07-10,0.0,0.0,1106
504,2024-06-07,0.0,0.0,1217
504,2024-06-23,0.5,3.83,32891
504,2024-07-22,0.0,0.0,1161
505,2024-06-23,0.0,0.0,32891
505,2024-07-21,0.0,0.0,1128
506,2024-06-23,0.5,6.845,32891
507,2024-06-05,0.0,0.0,1178
507,2024-06-23,0.0,0.0,32891
510,2024-06-10,0.0,0.0,1144
510,2024-06-23,0.0,0.0,32891
510,2024-06-30,0.0,0.0,1188
512,2024-06-23,0.0,0.0,32891
512,2024-07-23,0.0,0.0,1146
512,2024-07-25,0.0,0.0,1195
514,2024-06-23,0.0,0.0,32891
514,2024-07-13,0.0,0.0,1188
518,2024-06-11,0.0,0.0,1162
518,2024-06-23,0.0,0.0,32891
520,2024-06-17,0.0,0.0,1091
520,2024-06-23,0.0,0.0,32891
524,2024-06-17,0.0,0.0,1091
524,2024-06-23,0.0,0.0,32891
524,2024-06-29,0.0,0.0,1170
530,2024-06-23,0.0,0.0,32891
530,2024-06-29,0.0,0.0,1170
530,2024-07-22,0.0,0.0,1161
531,2024-06-23,0.0,0.0,32891
531,2024-07-01,0.0,0.0,1141
531,2024-07-16,0.0,0.0,1186
531,2024-07-26,0.0,0.0,1175
533,2024-06-23,0.0,0.0,32891
533,2024-06-28,0.0,0.0,1137
536,2024-06-23,0.0,0.0,32891
536,2024-07-04,0.0,0.0,1184
536,2024-07-07,0.0,0.0,1115
536,2024-07-25,0.0,0.0,1195
538,2024-06-08,0.0,0.0,1181
538,2024-06-09,0.0,0.0,1171
538,2024-06-23,0.0,0.0,32891
538,2024-07-04,0.0,0.0,1184
539,2024-06-22,0.0,0.0,1180
539,2024-06-23,0.0,0.0,32891
540,2024-06-18,0.0,0.0,1106
540,2024-06-23,0.0,0.0,32891
540,2024-07-15,0.0,0.0,1173
541,2024-06-23,0.0,0.0,32891
